0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
health 0.00010740561731378552 1.7961060421007258e-05 5.7167357438902387e-05 3.0354541039339484e-05 0.00019339242546333602
equal 7.160374487585701e-05 0.00023349378547309434 0.00010004287551807918 5.31204468188441e-05 0.00024496373892022563
proce 3.5801872437928506e-05 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00019339242546333602
employ 0.00012530655353274977 0.00014368848336805806 0.0004001715020723167 0.0002124817872753764 5.801772763900081e-05
independ 0.00019691029840860678 5.388318126302177e-05 0.00011433471487780477 6.070908207867897e-05 7.091055600322321e-05
inflat 0.00014320748975171402 8.980530210503628e-05 0.0009003858796627125 0.0004780840213695969 5.1571313456889607e-05
acreag 8.950468109482126e-05 0.0013470795315755442 1.4291839359725597e-05 7.588635259834871e-06 1.2892828364222402e-05
sosnoff 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
suggest 0.00016110842597067828 0.0001975716646310798 0.0005287980563098471 0.0002807795046138902 3.2232070910556004e-05
eas 0.00017900936218964253 0.0001616495437890653 0.0007431756467057311 0.0003946090335114133 5.1571313456889607e-05
predict 0.00025061310706549954 0.0001975716646310798 0.00025725310847506073 0.00013659543467702768 0.00018694601128122482
outlook 0.00035801872437928506 0.00021553272505208708 0.0003144204659139631 0.00016694997571636716 0.00018049959709911362
normal 0.00012530655353274977 0.0007364034772612975 0.00020008575103615836 0.0001062408936376882 8.380338436744561e-05
wast 3.5801872437928506e-05 5.388318126302177e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00010314262691377921
enhanc 0.00014320748975171402 0.0008800919606293555 5.7167357438902387e-05 3.0354541039339484e-05 7.091055600322321e-05
retain 8.950468109482126e-05 5.388318126302177e-05 8.575103615835359e-05 4.5531811559009226e-05 0.00010958904109589041
exercis 8.950468109482126e-05 1.7961060421007258e-05 4.287551807917679e-05 2.2765905779504613e-05 0.00012248186946011282
borgwarn 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
port 0.0007339383849775343 0.0005927149938932395 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
excess 0.00012530655353274977 0.00023349378547309434 0.00037158782335286553 0.00019730451675570665 9.669621273166801e-05
lost 0.00030431591572239227 0.0001257274229470508 0.00011433471487780477 6.070908207867897e-05 0.00023207091055600323
council 0.00025061310706549954 0.0005029096917882032 0.0004716306988709447 0.00025042496357455073 1.2892828364222402e-05
urg 0.00030431591572239227 0.0005388318126302177 0.00020008575103615836 0.0001062408936376882 6.446414182111201e-06
senat 0.00014320748975171402 0.0008980530210503628 0.00021437759039588395 0.00011382952889752307 6.446414182111201e-06
advis 0.00014320748975171402 0.00010776636252604354 7.145919679862798e-05 3.7943176299174355e-05 1.2892828364222402e-05
feed 1.7900936218964253e-05 0.0013111574107335297 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
royal 0.00017900936218964253 7.184424168402903e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00031587429492344884
top 0.00028641497950342805 0.00010776636252604354 0.0002858367871945119 0.00015177270519669742 7.735697018533441e-05
emerg 0.0004654243416930706 0.00034126014799913787 0.00014291839359725596 7.588635259834871e-05 4.5124899274778406e-05
sumita 1.7900936218964253e-05 1.7961060421007258e-05 0.001129055309418322 0.0005995021855269548 6.446414182111201e-06
miyazawa 1.7900936218964253e-05 1.7961060421007258e-05 0.001129055309418322 0.0005995021855269548 6.446414182111201e-06
free 0.00030431591572239227 0.0005567928730512249 8.575103615835359e-05 4.5531811559009226e-05 0.00010958904109589041
kong 1.7900936218964253e-05 8.980530210503628e-05 7.145919679862798e-05 3.7943176299174355e-05 0.00025141015310233683
interview 0.0004833252779120348 0.00017961060421007257 0.00034300414463341435 0.0001821272462360369 5.801772763900081e-05
expans 0.00010740561731378552 0.00014368848336805806 0.00014291839359725596 7.588635259834871e-05 0.00020628525382755843
lawson 0.00012530655353274977 1.7961060421007258e-05 0.0010147205945405173 0.0005387931034482759 1.2892828364222402e-05
lyng 1.7900936218964253e-05 0.001400962712838566 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
borrow 0.00012530655353274977 5.388318126302177e-05 0.0004716306988709447 0.00025042496357455073 0.00015471394037066882
inventori 0.0003401177881603208 0.00023349378547309434 0.00010004287551807918 5.31204468188441e-05 0.00021917808219178083
clear 0.00012530655353274977 0.0001975716646310798 0.0005002143775903959 0.0002656022340942205 5.801772763900081e-05
g 3.5801872437928506e-05 1.7961060421007258e-05 0.0009432613977418894 0.0005008499271491015 3.8678485092667205e-05
oppos 0.0002327121708465353 0.0004131043896831669 5.7167357438902387e-05 3.0354541039339484e-05 1.9339242546333602e-05
william 0.00012530655353274977 3.5922120842014515e-05 4.287551807917679e-05 2.2765905779504613e-05 0.00012248186946011282
rain 5.370280865689276e-05 0.0013470795315755442 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
suit 1.7900936218964253e-05 1.7961060421007258e-05 7.145919679862798e-05 3.7943176299174355e-05 0.00014182111200644642
itali 5.370280865689276e-05 0.0003771822688411524 0.00035729598399313994 0.0001897158814958718 3.2232070910556004e-05
liabil 0.00012530655353274977 1.7961060421007258e-05 0.00010004287551807918 5.31204468188441e-05 0.00019339242546333602
util 0.00017900936218964253 5.388318126302177e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00034810636583400484
conserv 0.00012530655353274977 0.0008441698397873411 0.00014291839359725596 7.588635259834871e-05 7.735697018533441e-05
enough 0.00014320748975171402 0.0002873769667361161 0.0004430470201514935 0.00023524769305488101 6.446414182111201e-05
care 8.950468109482126e-05 0.00010776636252604354 0.00020008575103615836 0.0001062408936376882 9.024979854955681e-05
robert 0.00012530655353274977 0.0002873769667361161 0.00022866942975560955 0.00012141816415735794 7.735697018533441e-05
book 3.5801872437928506e-05 0.00017961060421007257 0.00010004287551807918 5.31204468188441e-05 0.00024496373892022563
anticip 0.00012530655353274977 0.00021553272505208708 0.00010004287551807918 5.31204468188441e-05 0.00026430298146655923
octob 0.00019691029840860678 0.0002873769667361161 0.00010004287551807918 5.31204468188441e-05 0.00019983883964544723
toward 0.00030431591572239227 0.00021553272505208708 0.0004001715020723167 0.0002124817872753764 4.5124899274778406e-05
courier 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
polit 0.00025061310706549954 0.00014368848336805806 0.0004573388595112191 0.00024283632831471587 5.1571313456889607e-05
maker 1.7900936218964253e-05 5.388318126302177e-05 2.8583678719451193e-05 1.5177270519669742e-05 8.380338436744561e-05
pound 8.950468109482126e-05 0.00017961060421007257 0.0007145919679862799 0.0003794317629917436 7.735697018533441e-05
partli 0.00012530655353274977 8.980530210503628e-05 0.0005002143775903959 0.0002656022340942205 0.00014182111200644642
bp 0.0004117215330361778 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 3.2232070910556004e-05
chicago 7.160374487585701e-05 0.0003232990875781306 0.00015721023295698155 8.347498785818358e-05 7.735697018533441e-05
establish 5.370280865689276e-05 0.0001975716646310798 0.0003858796627125911 0.00020489315201554153 7.735697018533441e-05
find 0.0003401177881603208 0.00021553272505208708 0.00025725310847506073 0.00013659543467702768 4.5124899274778406e-05
sec 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
overal 0.00028641497950342805 0.0002514548458941016 0.00011433471487780477 6.070908207867897e-05 0.00019339242546333602
minor 3.5801872437928506e-05 5.388318126302177e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00029653505237711524
minimum 8.950468109482126e-05 0.0002873769667361161 0.0003001286265542375 0.0001593613404565323 3.2232070910556004e-05
pend 0.00014320748975171402 8.980530210503628e-05 2.8583678719451193e-05 1.5177270519669742e-05 9.024979854955681e-05
dome 3.5801872437928506e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00017405318291700242
transfer 0.00016110842597067828 5.388318126302177e-05 7.145919679862798e-05 3.7943176299174355e-05 0.00010958904109589041
venezuela 0.001217263662889569 8.980530210503628e-05 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
purpos 3.5801872437928506e-05 8.980530210503628e-05 0.00010004287551807918 5.31204468188441e-05 6.446414182111201e-05
design 8.950468109482126e-05 0.00014368848336805806 0.00021437759039588395 0.00011382952889752307 4.5124899274778406e-05
margin 0.00010740561731378552 0.0001616495437890653 0.00017150207231670717 9.106362311801845e-05 0.00029008863819500404
street 3.5801872437928506e-05 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00012248186946011282
contain 0.00010740561731378552 0.00021553272505208708 8.575103615835359e-05 4.5531811559009226e-05 0.00013537469782433522
tomorrow 0.00016110842597067828 0.00021553272505208708 0.0004573388595112191 0.00024283632831471587 5.1571313456889607e-05
bancorp 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00019339242546333602
stockhold 3.5801872437928506e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00021273166800966963
amend 7.160374487585701e-05 0.0004131043896831669 1.4291839359725597e-05 7.588635259834871e-06 7.091055600322321e-05
suspend 0.0004475234054741063 7.184424168402903e-05 0.0002858367871945119 0.00015177270519669742 0.00013537469782433522
encourag 0.00028641497950342805 0.00030533802715712333 0.0003144204659139631 0.00016694997571636716 0.00010314262691377921
took 0.00010740561731378552 0.00023349378547309434 0.0003287123052736887 0.00017453861097620205 7.091055600322321e-05
mainli 0.00016110842597067828 8.980530210503628e-05 0.00014291839359725596 7.588635259834871e-05 0.00028364222401289284
short 0.00021481123462757103 0.00021553272505208708 0.0003287123052736887 0.00017453861097620205 7.735697018533441e-05
great 3.5801872437928506e-05 0.00017961060421007257 0.00011433471487780477 6.070908207867897e-05 0.00018694601128122482
congress 0.00028641497950342805 0.0005029096917882032 0.0003001286265542375 0.0001593613404565323 2.5785656728444803e-05
supermarket 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 5.801772763900081e-05
iran 0.0011814617904516405 8.980530210503628e-05 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
counti 8.950468109482126e-05 0.0005029096917882032 1.4291839359725597e-05 7.588635259834871e-06 5.1571313456889607e-05
kuwait 0.0010919571093568193 1.7961060421007258e-05 0.00015721023295698155 8.347498785818358e-05 6.446414182111201e-06
swiss 1.7900936218964253e-05 1.7961060421007258e-05 0.00037158782335286553 0.00019730451675570665 0.00020628525382755843
ordinari 3.5801872437928506e-05 1.7961060421007258e-05 8.575103615835359e-05 4.5531811559009226e-05 0.00013537469782433522
branch 1.7900936218964253e-05 5.388318126302177e-05 0.00014291839359725596 7.588635259834871e-05 0.00012892828364222402
leav 0.00019691029840860678 0.00023349378547309434 0.00034300414463341435 0.0001821272462360369 5.1571313456889607e-05
lift 0.0005549290227878918 0.00014368848336805806 0.00015721023295698155 8.347498785818358e-05 7.091055600322321e-05
confid 0.0002327121708465353 5.388318126302177e-05 0.0002715449478347863 0.00014418406993686256 0.00011603545527800161
john 0.00042962246925514207 0.00014368848336805806 4.287551807917679e-05 2.2765905779504613e-05 0.00011603545527800161
differ 8.950468109482126e-05 0.0005208707522092104 0.00021437759039588395 0.00011382952889752307 7.091055600322321e-05
test 0.00030431591572239227 0.00010776636252604354 0.00037158782335286553 0.00019730451675570665 9.024979854955681e-05
appli 0.00014320748975171402 0.0003771822688411524 0.00014291839359725596 7.588635259834871e-05 0.00010314262691377921
employe 0.00010740561731378552 5.388318126302177e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00011603545527800161
outsid 0.0003759196605982493 0.00017961060421007257 0.00014291839359725596 7.588635259834871e-05 7.735697018533441e-05
best 0.00012530655353274977 0.0001257274229470508 0.00015721023295698155 8.347498785818358e-05 0.00011603545527800161
revers 0.00010740561731378552 0.00014368848336805806 0.00014291839359725596 7.588635259834871e-05 0.00030942788074133764
obtain 7.160374487585701e-05 0.00023349378547309434 0.00010004287551807918 5.31204468188441e-05 7.091055600322321e-05
temporari 7.160374487585701e-05 8.980530210503628e-05 0.0006145490924682007 0.00032631131617289947 5.1571313456889607e-05
worldwid 0.00030431591572239227 3.5922120842014515e-05 0.00012862655423753037 6.829771733851384e-05 0.00010958904109589041
hong 1.7900936218964253e-05 8.980530210503628e-05 7.145919679862798e-05 3.7943176299174355e-05 0.00021917808219178083
abl 0.00021481123462757103 0.0001975716646310798 0.00014291839359725596 7.588635259834871e-05 0.00010958904109589041
ab 7.160374487585701e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00012892828364222402
debentur 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00014826752618855762
carryforward 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00042546333601933925
car 1.7900936218964253e-05 8.980530210503628e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00022562449637389203
row 0.00016110842597067828 0.00010776636252604354 4.287551807917679e-05 2.2765905779504613e-05 1.9339242546333602e-05
mortgag 1.7900936218964253e-05 1.7961060421007258e-05 4.287551807917679e-05 2.2765905779504613e-05 0.00029653505237711524
correct 5.370280865689276e-05 5.388318126302177e-05 0.00018579391167643277 9.865225837785332e-05 0.00020628525382755843
wall 3.5801872437928506e-05 1.7961060421007258e-05 4.287551807917679e-05 2.2765905779504613e-05 9.024979854955681e-05
cyacq 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
harper 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 3.8678485092667205e-05
fee 0.0006802355763206416 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 5.1571313456889607e-05
difficult 0.00019691029840860678 0.00021553272505208708 0.0003144204659139631 0.00016694997571636716 0.00010314262691377921
sa 0.00017900936218964253 3.5922120842014515e-05 1.4291839359725597e-05 7.588635259834871e-06 9.024979854955681e-05
replac 0.00030431591572239227 8.980530210503628e-05 0.00022866942975560955 0.00012141816415735794 0.00010314262691377921
longterm 7.160374487585701e-05 0.0001257274229470508 0.00017150207231670717 9.106362311801845e-05 0.00016760676873489122
fe 1.7900936218964253e-05 0.0002514548458941016 1.4291839359725597e-05 7.588635259834871e-06 3.2232070910556004e-05
network 3.5801872437928506e-05 3.5922120842014515e-05 5.7167357438902387e-05 3.0354541039339484e-05 0.00012892828364222402
amc 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 2.5785656728444803e-05
rather 0.00019691029840860678 0.0003232990875781306 0.00034300414463341435 0.0001821272462360369 9.669621273166801e-05
fail 0.00012530655353274977 0.0001975716646310798 0.00021437759039588395 0.00011382952889752307 5.1571313456889607e-05
strike 0.0006444337038827131 0.0002873769667361161 8.575103615835359e-05 4.5531811559009226e-05 5.801772763900081e-05
cubic 0.0010919571093568193 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 2.5785656728444803e-05
viacom 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 1.2892828364222402e-05
brother 0.00014320748975171402 3.5922120842014515e-05 0.00014291839359725596 7.588635259834871e-05 6.446414182111201e-05
weak 0.00028641497950342805 5.388318126302177e-05 0.0003001286265542375 0.0001593613404565323 0.00018694601128122482
station 0.00016110842597067828 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 7.091055600322321e-05
gasolin 0.001127758981794748 3.5922120842014515e-05 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
weekli 0.00028641497950342805 0.0004490265105251814 0.0003287123052736887 0.00017453861097620205 1.2892828364222402e-05
longer 0.00017900936218964253 8.980530210503628e-05 0.0003144204659139631 0.00016694997571636716 0.00013537469782433522
nearli 0.00017900936218964253 0.00026941590631510885 0.00021437759039588395 0.00011382952889752307 0.00011603545527800161
unlik 0.00012530655353274977 0.00023349378547309434 0.0004430470201514935 0.00023524769305488101 5.801772763900081e-05
arab 0.0005907308952258203 1.7961060421007258e-05 0.0004716306988709447 0.00025042496357455073 1.2892828364222402e-05
unless 0.00016110842597067828 0.00014368848336805806 0.00020008575103615836 0.0001062408936376882 3.2232070910556004e-05
monday 0.00014320748975171402 0.00014368848336805806 0.00035729598399313994 0.0001897158814958718 3.8678485092667205e-05
mill 8.950468109482126e-05 0.00026941590631510885 0.00010004287551807918 5.31204468188441e-05 9.024979854955681e-05
ussr 5.370280865689276e-05 0.0011674689273654716 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
appropri 0.00012530655353274977 0.00017961060421007257 0.0004430470201514935 0.00023524769305488101 3.2232070910556004e-05
construct 0.00025061310706549954 5.388318126302177e-05 7.145919679862798e-05 3.7943176299174355e-05 0.00016760676873489122
grower 1.7900936218964253e-05 0.0011315468065234572 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
almost 8.950468109482126e-05 0.0002873769667361161 0.0003001286265542375 0.0001593613404565323 0.00012248186946011282
achiev 0.00012530655353274977 0.00010776636252604354 0.0003001286265542375 0.0001593613404565323 0.00017405318291700242
eep 1.7900936218964253e-05 0.001185429987786479 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
disput 0.00042962246925514207 0.00014368848336805806 8.575103615835359e-05 4.5531811559009226e-05 7.735697018533441e-05
boston 3.5801872437928506e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00011603545527800161
consist 0.00010740561731378552 0.00014368848336805806 0.00024296126911533514 0.00012900679941719282 7.091055600322321e-05
consumpt 0.0006444337038827131 0.00034126014799913787 0.00017150207231670717 9.106362311801845e-05 1.2892828364222402e-05
organ 0.0003759196605982493 0.00030533802715712333 4.287551807917679e-05 2.2765905779504613e-05 7.091055600322321e-05
turn 0.00014320748975171402 0.00017961060421007257 0.00018579391167643277 9.865225837785332e-05 0.00016760676873489122
session 0.00019691029840860678 8.980530210503628e-05 0.0006860082892668287 0.0003642544924720738 2.5785656728444803e-05
threefortwo 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00041901692183722805
regul 0.00016110842597067828 0.00010776636252604354 0.0003001286265542375 0.0001593613404565323 8.380338436744561e-05
primari 0.00014320748975171402 5.388318126302177e-05 0.00010004287551807918 5.31204468188441e-05 0.00029653505237711524
slow 0.00016110842597067828 0.00034126014799913787 0.00037158782335286553 0.00019730451675570665 6.446414182111201e-05
prime 0.0002327121708465353 7.184424168402903e-05 0.00034300414463341435 0.0001821272462360369 3.8678485092667205e-05
water 0.0005370280865689275 0.00034126014799913787 1.4291839359725597e-05 7.588635259834871e-06 4.5124899274778406e-05
cite 0.00017900936218964253 0.0002514548458941016 0.00011433471487780477 6.070908207867897e-05 0.00014182111200644642
trend 0.00019691029840860678 0.00023349378547309434 0.0003144204659139631 0.00016694997571636716 8.380338436744561e-05
indonesia 0.0007697402574154628 0.00023349378547309434 0.00014291839359725596 7.588635259834871e-05 6.446414182111201e-06
legal 5.370280865689276e-05 0.00017961060421007257 7.145919679862798e-05 3.7943176299174355e-05 0.00010314262691377921
attack 0.0008950468109482126 7.184424168402903e-05 0.00011433471487780477 6.070908207867897e-05 1.2892828364222402e-05
ahead 0.00019691029840860678 0.0001975716646310798 0.00037158782335286553 0.00019730451675570665 7.735697018533441e-05
coal 0.00025061310706549954 1.7961060421007258e-05 5.7167357438902387e-05 3.0354541039339484e-05 0.00011603545527800161
mar 0.00016110842597067828 0.00023349378547309434 7.145919679862798e-05 3.7943176299174355e-05 0.00021917808219178083
approach 0.00019691029840860678 0.00021553272505208708 0.0002858367871945119 0.00015177270519669742 4.5124899274778406e-05
hand 7.160374487585701e-05 8.980530210503628e-05 0.0004859225382306703 0.00025801359883438564 7.735697018533441e-05
similar 0.0002327121708465353 0.00021553272505208708 0.00020008575103615836 0.0001062408936376882 0.00012248186946011282
defend 0.00042962246925514207 7.184424168402903e-05 0.00021437759039588395 0.00011382952889752307 7.735697018533441e-05
staff 0.00010740561731378552 0.0001616495437890653 0.00012862655423753037 6.829771733851384e-05 0.00013537469782433522
night 0.0004117215330361778 0.0001975716646310798 8.575103615835359e-05 4.5531811559009226e-05 3.8678485092667205e-05
recoveri 0.00032221685194135655 0.00010776636252604354 0.00011433471487780477 6.070908207867897e-05 0.00019983883964544723
connect 8.950468109482126e-05 5.388318126302177e-05 4.287551807917679e-05 2.2765905779504613e-05 0.00014826752618855762
variou 0.00012530655353274977 0.0001616495437890653 0.00012862655423753037 6.829771733851384e-05 7.735697018533441e-05
nippon 8.950468109482126e-05 5.388318126302177e-05 1.4291839359725597e-05 7.588635259834871e-06 5.801772763900081e-05
load 0.00016110842597067828 0.0007902866585243192 2.8583678719451193e-05 1.5177270519669742e-05 5.801772763900081e-05
prevent 0.00014320748975171402 0.00021553272505208708 0.00034300414463341435 0.0001821272462360369 1.9339242546333602e-05
compris 3.5801872437928506e-05 0.0002514548458941016 0.00037158782335286553 0.00019730451675570665 7.735697018533441e-05
hard 0.00016110842597067828 0.00035922120842014514 0.0002715449478347863 0.00014418406993686256 7.091055600322321e-05
brokerag 5.370280865689276e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 7.091055600322321e-05
confirm 0.00030431591572239227 0.00021553272505208708 0.00018579391167643277 9.865225837785332e-05 4.5124899274778406e-05
tire 3.5801872437928506e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 3.2232070910556004e-05
middl 0.0005012262141309991 0.0001257274229470508 0.00010004287551807918 5.31204468188441e-05 0.00010958904109589041
ownership 7.160374487585701e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 7.091055600322321e-05
princip 5.370280865689276e-05 3.5922120842014515e-05 7.145919679862798e-05 3.7943176299174355e-05 0.00011603545527800161
seri 0.00014320748975171402 8.980530210503628e-05 0.00012862655423753037 6.829771733851384e-05 0.00014182111200644642
metal 5.370280865689276e-05 3.5922120842014515e-05 0.00011433471487780477 6.070908207867897e-05 0.00011603545527800161
stabilis 0.00014320748975171402 0.00010776636252604354 0.0007145919679862799 0.0003794317629917436 6.446414182111201e-06
defens 0.00014320748975171402 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00012248186946011282
brown 1.7900936218964253e-05 5.388318126302177e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00015471394037066882
mobil 0.0007697402574154628 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 8.380338436744561e-05
equival 0.00030431591572239227 0.00014368848336805806 0.00015721023295698155 8.347498785818358e-05 7.735697018533441e-05
fundament 0.00014320748975171402 3.5922120842014515e-05 0.0007003001286265542 0.0003718431277319087 1.2892828364222402e-05
fleet 8.950468109482126e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 4.5124899274778406e-05
offshor 0.0008234430660723556 1.7961060421007258e-05 8.575103615835359e-05 4.5531811559009226e-05 3.8678485092667205e-05
met 0.00017900936218964253 0.0001257274229470508 0.00024296126911533514 0.00012900679941719282 1.9339242546333602e-05
restaur 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00018049959709911362
san 8.950468109482126e-05 7.184424168402903e-05 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-05
opportun 0.00019691029840860678 7.184424168402903e-05 0.00014291839359725596 7.588635259834871e-05 9.024979854955681e-05
dispos 0.00010740561731378552 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00028364222401289284
yearend 8.950468109482126e-05 1.7961060421007258e-05 7.145919679862798e-05 3.7943176299174355e-05 0.00024496373892022563
instead 0.00012530655353274977 0.00017961060421007257 0.00024296126911533514 0.00012900679941719282 0.00011603545527800161
miner 0.00014320748975171402 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 8.380338436744561e-05
fairchild 3.5801872437928506e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 3.2232070910556004e-05
structur 0.00010740561731378552 0.0001616495437890653 0.00017150207231670717 9.106362311801845e-05 9.669621273166801e-05
list 5.370280865689276e-05 0.00014368848336805806 5.7167357438902387e-05 3.0354541039339484e-05 0.00011603545527800161
ceil 0.0007518393211964986 5.388318126302177e-05 0.00017150207231670717 9.106362311801845e-05 1.2892828364222402e-05
famili 1.7900936218964253e-05 0.00014368848336805806 2.8583678719451193e-05 1.5177270519669742e-05 4.5124899274778406e-05
strengthen 0.00010740561731378552 0.00010776636252604354 0.0003858796627125911 0.00020489315201554153 7.091055600322321e-05
nv 3.5801872437928506e-05 1.7961060421007258e-05 4.287551807917679e-05 2.2765905779504613e-05 0.00018049959709911362
coast 0.0005370280865689275 0.0002514548458941016 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
came 0.0002327121708465353 5.388318126302177e-05 0.0003001286265542375 0.0001593613404565323 7.735697018533441e-05
separ 0.00012530655353274977 3.5922120842014515e-05 4.287551807917679e-05 2.2765905779504613e-05 6.446414182111201e-05
broker 1.7900936218964253e-05 7.184424168402903e-05 0.0003858796627125911 0.00020489315201554153 5.801772763900081e-05
entir 0.00012530655353274977 0.00017961060421007257 7.145919679862798e-05 3.7943176299174355e-05 9.669621273166801e-05
versu 5.370280865689276e-05 0.00026941590631510885 4.287551807917679e-05 2.2765905779504613e-05 0.00025785656728444803
em 1.7900936218964253e-05 1.7961060421007258e-05 0.000814634843504359 0.0004325522098105877 6.446414182111201e-06
elect 7.160374487585701e-05 1.7961060421007258e-05 0.0004001715020723167 0.0002124817872753764 4.5124899274778406e-05
center 0.00012530655353274977 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00012248186946011282
cereal 1.7900936218964253e-05 0.000987858323155399 1.4291839359725597e-05 7.588635259834871e-06 1.2892828364222402e-05
attribut 5.370280865689276e-05 7.184424168402903e-05 0.00015721023295698155 8.347498785818358e-05 0.00027074939564867043
rel 0.00016110842597067828 0.00014368848336805806 0.00035729598399313994 0.0001897158814958718 8.380338436744561e-05
either 7.160374487585701e-05 8.980530210503628e-05 0.00020008575103615836 0.0001062408936376882 2.5785656728444803e-05
identifi 0.00012530655353274977 0.00026941590631510885 0.00011433471487780477 6.070908207867897e-05 4.5124899274778406e-05
float 0.00017900936218964253 1.7961060421007258e-05 0.0003287123052736887 0.00017453861097620205 5.801772763900081e-05
iranian 0.0010024524282619982 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 1.2892828364222402e-05
lp 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00016116035455278002
person 0.00010740561731378552 0.00010776636252604354 0.00012862655423753037 6.829771733851384e-05 7.091055600322321e-05
expenditur 0.0004833252779120348 8.980530210503628e-05 8.575103615835359e-05 4.5531811559009226e-05 0.00014826752618855762
governor 5.370280865689276e-05 5.388318126302177e-05 0.0007145919679862799 0.0003794317629917436 1.2892828364222402e-05
c 3.5801872437928506e-05 0.00026941590631510885 4.287551807917679e-05 2.2765905779504613e-05 6.446414182111201e-05
island 0.00030431591572239227 0.00010776636252604354 0.00011433471487780477 6.070908207867897e-05 4.5124899274778406e-05
gross 0.0002327121708465353 3.5922120842014515e-05 0.00020008575103615836 0.0001062408936376882 0.00018694601128122482
proceed 0.00010740561731378552 0.00017961060421007257 2.8583678719451193e-05 1.5177270519669742e-05 7.091055600322321e-05
